Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url
"ETH, BTC, USD, EUR",GBT,Cayman Islands,,No,Yes,$0.0700,Ethereum,April 16th 2018 To May 31st 2018,,,"United States, Belarus, Burundi, Cayman Islands, Central African Republic, China, Cuba, Iran (Islamic Republic of), Korea, Republic of, Somalia, Sudan, Syrian Arab Republic, Zimbabwe",,"1,000,000,000",globatalent,https://icowatchlist.com/ico/globatalent
"BTC, ETH, USD, EUR",KON,Switzerland,,No,,$0.0100,Ethereum,March 1st 2018 To March 31st 2018,,,United States,,"5,000,000,000",konios,https://icowatchlist.com/ico/konios
ETH,AST,Israel,,No,,$0.8000,Ethereum,April 15th 2018 To April 30th 2018,,,United States,,"50,000,000",all-stocks-network,https://icowatchlist.com/ico/all-stocks-network
,CHIP,Malta,,No,,$0.0100,Ethereum,February 10th 2018 To April 30th 2018,$0.00,,United States,,,realcasino,https://icowatchlist.com/ico/realcasino
,PGC,United States,,No,Yes,$1.0000,Other,December 25th 2017 To February 28th 2018,,,United States,,"151,750,000",paygine,https://icowatchlist.com/ico/paygine
ETH,TCH,China,,No,,$0.0500,Ethereum,,,,United States,,"500,000,000",teacher-coin,https://icowatchlist.com/ico/teacher-coin
ETH,TBT,Australia,,No,,$0.0900,Ethereum,March 21st 2018 To April 24th 2018,,,United States,,"700,000,000",tripbit,https://icowatchlist.com/ico/tripbit
"BTC, ETH",WINS,Cyprus,,No,,$0.2000,Ethereum,,,,United States,,"150,000,000",winstars,https://icowatchlist.com/ico/winstars
ETH,DZC,Japan,,Yes,Yes,$0.0079,Ethereum,,,,United States,,"50,000,000,000",d-zone-coin,https://icowatchlist.com/ico/d-zone-coin
ETH,DTX,Belgium,,No,Yes,$0.2300,Ethereum,March 19th 2018 To March 25th 2018,,,United States,"$3,750,000","225,000,000",databroker-dao,https://icowatchlist.com/ico/databroker-dao
ETH,ESS,Switzerland,,Yes,Yes,$0.0430,Ethereum,March 15th 2018 To June 1st 2018,$0.00,-96.74%,"United States, China","$25,500,000","1,755,313,373",essentia,https://icowatchlist.com/ico/essentia
"BTC, ETH",CIF,Hong Kong,,No,,$0.8000,Ethereum,,,,United States,,"41,500,000",crowdif,https://icowatchlist.com/ico/crowdif
"BTC, ETH",XSE,Norway,,No,,$0.4000,Ethereum,May 9th 2018 To June 9th 2018,,,United States,,"30,000,000",xsearch,https://icowatchlist.com/ico/xsearch
ETH,DTT,United States,,No,Yes,$0.4000,Ethereum,April 14th 2018 To April 30th 2018,,,United States,,"600,000,000",delphi-technologies-token,https://icowatchlist.com/ico/delphi-technologies-token
ETH,NH,Denmark,,No,,$1.9200,Ethereum,,,,United States,,,nihilum,https://icowatchlist.com/ico/nihilum
"BTC, ETH, LTC",MDX,Cayman Islands,,No,Yes,$0.0700,Ethereum,April 21st 2018 To May 31st 2018,,,United States,"$18,200,000","400,000,000",mandala,https://icowatchlist.com/ico/mandala
ETH,FNT,Norway,,No,Yes,$0.0500,Ethereum,,,,United States,,"2,000,000,000",friendup,https://icowatchlist.com/ico/friendup
"BTC, ETH",ODY,France,,No,,$0.0000,Ethereum,April 15th 2018 To May 15th 2018,,,United States,,,odyfund,https://icowatchlist.com/ico/odyfund
"BTC, ETH, USD",VRN,Bulgaria,,No,Yes,$0.0850,Ethereum,May 15th 2018 To June 4th 2018,,,United States,,"1,000,000,000",vernam,https://icowatchlist.com/ico/vernam
"BTC, ETH",ABCS,United States,,No,,$1.0000,Ethereum,,,,United States,,"100,000,000",abacasxchange,https://icowatchlist.com/ico/abacasxchange
,BEAT,Germany,,No,Yes,$0.1200,Ethereum,January 23rd 2018 To February 20th 2018,,,United States,,"230,000,000,000",beat,https://icowatchlist.com/ico/beat
"BTC, ETH",KEP,Georgia,,No,,$1.2500,Ethereum,May 22nd 2018 To June 5th 2018,,,United States,"$7,800,000","100,000,000",kepler-technologies,https://icowatchlist.com/ico/kepler-technologies
ETH,FTEC,United Kingdom,,No,Yes,$0.0150,Ethereum,April 24th 2018 To May 22nd 2018,,,United States,,"998,400,000",ftec,https://icowatchlist.com/ico/ftec
"BTC, ETH, DASH, LTC",PERA,Singapore,,Yes,,$0.0100,Ethereum,May 30th 2018 To June 20th 2018,,,United States,,"2,100,000,000",payera,https://icowatchlist.com/ico/payera
ETH,LUK,Gibraltar,,No,Yes,$0.0400,Ethereum,April 30th 2018 To May 21st 2018,,,United States,,"1,000,000,000",luckchemy,https://icowatchlist.com/ico/luckchemy
ETH,GANA,Estonia,,No,,$0.0250,Ethereum,,,,"United States, Bolivia, China, Cuba, Ecuador, Indonesia, Iran (Islamic Republic of), Ivory Coast, Korea, Republic of, Lebanon, Morocco, Myanmar, Namibia, Nepal, Pakistan, Singapore, Syrian Arab Republic, Vietnam",,"2,400,000,000",gana,https://icowatchlist.com/ico/gana
,ATK,Russian Federation,,No,Yes,$1.0000,Graphene,February 25th 2018 To March 18th 2018,,,United States,,"60,187,847",iac-autounit,https://icowatchlist.com/ico/iac-autounit
ETH,TYPE,United Kingdom,,No,,$0.0100,Ethereum,May 21st 2018 To June 25th 2018,,,United States,,"2,000,000,000",typerium,https://icowatchlist.com/ico/typerium
"BTC, ETH",YUM,Virgin Islands (British),,No,Yes,$0.1000,Ethereum,,,,"United States, China","$3,000,000","818,274,853",yumerium,https://icowatchlist.com/ico/yumerium
"BTC, ETH",TTV,Germany,,No,Yes,$0.0700,Ethereum,,,,United States,,"666,666,667",tv-two,https://icowatchlist.com/ico/tv-two
ETH,REFER,Australia,,No,Yes,$0.0200,Ethereum,,,,United States,,"400,000,000",plentix,https://icowatchlist.com/ico/plentix
"BTC, XRP, ETH, BCH, DASH, LTC",CHBR,Brazil,,No,,$0.3000,Ethereum,,,,United States,,"100,000,000",criptohub,https://icowatchlist.com/ico/criptohub
,VLR,United States,"$15,000,000",No,,$1.5000,Ethereum,,$0.03,-97.69%,United States,"$19,110,000",,valoremfoundation,https://icowatchlist.com/ico/valoremfoundation
"BTC, ETH, BCH",COT,Venezuela,,Yes,,$0.5000,Other,,,,United States,,"10,000,000",coinet,https://icowatchlist.com/ico/coinet
,,,,,,,,,,,,,,iaqua,https://icowatchlist.com/ico/iaqua
"ETH, BTC",LBT,Russian Federation,,No,Yes,$0.3000,Ethereum,,,,"United States, China",,"100,000,000",lendsbay,https://icowatchlist.com/ico/lendsbay
"BTC, ETH, BCH, LTC, EUR, XMR",AVINOC,Hong Kong,,No,Yes,$0.0500,Ethereum,June 20th 2018 To July 13th 2018,,,United States,,"1,000,000,000",avinoc,https://icowatchlist.com/ico/avinoc
ETH,PT,Israel,,Yes,Yes,$0.0400,Ethereum,March 15th 2018 To June 30th 2018,,,United States,,"2,421,551,331",playtness,https://icowatchlist.com/ico/playtness
,,,,,,,,,,,,,,kasko2go,https://icowatchlist.com/ico/kasko2go
"BTC, ETH, USD, EUR",FLEX,Germany,,Yes,Yes,$0.0850,Ethereum,May 23rd 2018 To May 30th 2018,,,United States,,"800,000,000",trustedcars-flex,https://icowatchlist.com/ico/trustedcars-flex
"BTC, ETH",DEC,Switzerland,,No,Yes,$0.5000,Ethereum,,$0.10,,United States,,"120,000,000",darico,https://icowatchlist.com/ico/darico
ETH,C4F,Hong Kong,,No,Yes,$0.0000,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"100,000,000,000",coins4favors,https://icowatchlist.com/ico/coins4favors
ETH,FANZ,Cayman Islands,,No,,$0.0000,Ethereum,,,,United States,,"600,000,000",sportscastr-fanchain,https://icowatchlist.com/ico/sportscastr-fanchain
,XPR,Netherlands,,No,Yes,$0.2200,Other,April 20th 2018 To May 2nd 2018,,,United States,,"100,000,000",pr-network,https://icowatchlist.com/ico/pr-network
"BTC, ETH",BANG,Russian Federation,,No,,$0.2500,Ethereum,April 16th 2018 To May 16th 2018,,,United States,,"20,000,000",bounty-angels,https://icowatchlist.com/ico/bounty-angels
"BTC, ETH",LIC,Malta,,No,,$0.0310,Ethereum,April 18th 2018 To June 16th 2018,,,,,"2,700,000,000",ligercoin,https://icowatchlist.com/ico/ligercoin
ETH,STAR,Singapore,,No,Yes,$0.2400,Ethereum,March 5th 2018 To July 3rd 2018,,,United States,,"400,000,000",starflow,https://icowatchlist.com/ico/starflow
ETH,DTN,United Kingdom,,No,,$0.0300,Ethereum,,,,United States,,"1,000,000,000",datareum,https://icowatchlist.com/ico/datareum
,STM,Singapore,,No,,$0.2000,Ethereum,March 12th 2018 To March 25th 2018,,,United States,,,streamity,https://icowatchlist.com/ico/streamity
,,,,,,,,,,,,,,botchain,https://icowatchlist.com/ico/botchain
"BTC, ETH",CODX,United States,,Yes,Yes,$0.0550,Ethereum,,,,"United States, China",,"1,000,000,000",codex-protocol,https://icowatchlist.com/ico/codex-protocol
"BTC, ETH, DASH, ETC, LTC, BCH",MYDFS,Isle of Man,,No,Yes,$1.0000,Ethereum,April 16th 2018 To May 7th 2018,,,"United States, China, Singapore",,"125,000,000",mydfs,https://icowatchlist.com/ico/mydfs
"BTC, ETH",MIB,"Korea, Democratic People's Republic of",,No,Yes,$0.5000,Ethereum,,,,United States,,"1,000,000,000",mib-coin,https://icowatchlist.com/ico/mib-coin
"BTC, ETH, USD, EUR",IC,Estonia,,No,,$1.0000,Ethereum,May 1st 2018 To June 30th 2018,,,United States,,"120,000,000",ingot-coin,https://icowatchlist.com/ico/ingot-coin
"BTC, ETH",METM,Australia,,Yes,Yes,$0.0800,Ethereum,April 27th 2018 To June 27th 2018,,,United States,,"200,000,000",metamorph-pro,https://icowatchlist.com/ico/metamorph-pro
"BTC, ETH, BCH",B21,Gibraltar,,No,,$0.0000,Ethereum,June 15th 2018 To July 14th 2018,,,United States,,"500,000,000",b21,https://icowatchlist.com/ico/b21
"BTC, ETH, LTC",HYB,Italy,,No,Yes,$0.0000,Ethereum,April 3rd 2018 To June 8th 2018,,,United States,,,hybrid-betting,https://icowatchlist.com/ico/hybrid-betting
ETH,ASk,Singapore,,No,,$0.2330,Other,April 23rd 2018 To July 15th 2018,,,United States,,"300,000,000",allspark,https://icowatchlist.com/ico/allspark
"BTC, ETH",Lamb,Singapore,,Yes,Yes,$0.0100,Other,,,,United States,,"10,000,000,000",lambda,https://icowatchlist.com/ico/lambda
ETH,TIP,Costa Rica,,No,,$0.0500,Ethereum,July 13th 2018 To July 20th 2018,,,"United States, Canada, China, Iran (Islamic Republic of), Korea, Republic of, Sudan, Syrian Arab Republic",,"1,000,000,000",tip-blockchain,https://icowatchlist.com/ico/tip-blockchain
"BTC, DASH, XRP, ETH, LTC, BCH",OSA,Latvia,,No,,$0.1400,Other,May 21st 2018 To June 21st 2018,,,United States,,"2,800,000,000",osa-dc,https://icowatchlist.com/ico/osa-dc
"ETH, BCH, LTC, BTC",ARTX,Italy,,No,,$0.0200,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"3,000,000,000",articlex,https://icowatchlist.com/ico/articlex
ETH,IAM,Mauritius,,Yes,Yes,$0.0750,Ethereum,April 18th 2018 To May 20th 2018,,,United States,,,iame-identity,https://icowatchlist.com/ico/iame-identity
"EUR, ETH, BTC",TRIL,Switzerland,,No,,$0.7500,Ethereum,July 10th 2018 To August 10th 2018,,,United States,,"40,000,000",trilliant,https://icowatchlist.com/ico/trilliant
ETH,UBC,United Arab Emirates,,No,Yes,$0.0450,Ethereum,,,,United States,,"650,000,000",ubcoin-market,https://icowatchlist.com/ico/ubcoin-market
"ETH, QKC",LV,Virgin Islands (British),,No,,$0.0245,GXchain,,,,"United States, China",,"1,000,000,000",lendchain,https://icowatchlist.com/ico/lendchain
ETH,IOTW,Hong Kong,,No,Yes,$0.1200,Ethereum,,,,United States,,"5,000,000,000",iotw,https://icowatchlist.com/ico/iotw
"BTC, ETH, XRP",GRAM,United States,,No,,$0.0857,Other,,,,United States,,"1,000,000,000",lantah,https://icowatchlist.com/ico/lantah
"BTC, ETH",TPLAY,Belize,,No,Yes,$0.4800,Ethereum,April 15th 2018 To April 30th 2018,,,"United States, Canada, China",,"70,000,000",trueplay,https://icowatchlist.com/ico/trueplay
"BTC, ETH, LTC, BCH",EO,Estonia,,No,Yes,$0.2000,Ethereum,April 16th 2018 To June 29th 2018,,,United States,,"1,000,000,000",eotrade,https://icowatchlist.com/ico/eotrade
,IMVR,United Kingdom,,No,,$0.0200,Ethereum,June 19th 2018 To June 28th 2018,$0.00,,United States,,,immvrse,https://icowatchlist.com/ico/immvrse
ETH,FYS,Singapore,,No,,$0.0450,Ethereum,,,,United States,,"400,000,000",fysical,https://icowatchlist.com/ico/fysical
"BTC, ETH",WEIS,Singapore,,Yes,Yes,$0.1000,Ethereum,,,,United States,,"300,000,000",weicrowd,https://icowatchlist.com/ico/weicrowd
ETH,PAVO,United States,,No,,$1.0000,Ethereum,,,,United States,,"200,000,000",pavocoin,https://icowatchlist.com/ico/pavocoin
ETH,MIC,Netherlands,,No,,$0.1600,Ethereum,,,,United States,,"500,000,000",denchmusic,https://icowatchlist.com/ico/denchmusic
ETH,VIVA,Bermuda,,No,Yes,$0.0200,Ethereum,,,,United States,,"4,000,000,000",viva,https://icowatchlist.com/ico/viva
"BTC, ETH, USD",MDBLX,United States,,No,Yes,$0.0010,Ethereum,July 30th 2018 To August 18th 2018,,,United States,,"100,000,000,000",medblox,https://icowatchlist.com/ico/medblox
"BTC, ETH",XCLP,Singapore,,No,Yes,$0.0500,Other,May 20th 2018 To June 27th 2018,,,"United States, China",,"800,000,000",chynge,https://icowatchlist.com/ico/chynge
ETH,PPD,Bahamas,,No,Yes,$0.4365,Ethereum,,,,United States,,"75,000,000",pingpaid,https://icowatchlist.com/ico/pingpaid
ETH,BXY,Armenia,,No,,$0.0410,Ethereum,,,,United States,,"1,000,000,000",beaxy-exchange,https://icowatchlist.com/ico/beaxy-exchange
"BTC, ETH, XMR",CCH,Czech Republic,,No,Yes,$0.1500,Other,,,,United States,,"1,000,000,000",citicash,https://icowatchlist.com/ico/citicash
BTC,TKD,Nigeria,,Yes,Yes,$0.0007,Waves,,,,United States,,"20,000,000,000",techrod,https://icowatchlist.com/ico/techrod
"BTC, ETH",INV,United Kingdom,,No,,$0.1700,Ethereum,May 26th 2018 To July 15th 2018,,,United States,,"500,000,000",invest-in-brokers,https://icowatchlist.com/ico/invest-in-brokers
ETH,LXT,Estonia,,No,,$0.4150,Ethereum,,,,United States,,"160,000,000",lexit,https://icowatchlist.com/ico/lexit
"BTC, ETH, LTC",UBEX,Switzerland,,No,Yes,$0.0070,Ethereum,,$0.00,-93.50%,United States,"$6,850,000","4,000,000,000",ubex,https://icowatchlist.com/ico/ubex
"BTC, ETH, LTC, BCH, DASH, USD",TUT,Estonia,,Yes,Yes,$0.0500,Other,May 10th 2018 To June 11th 2018,,,United States,,"1,500,000,000",tutellus,https://icowatchlist.com/ico/tutellus
"BTC, ETH, LTC, BCH, EUR",TAB,Malta,,No,,$0.0100,Ethereum,,,,United States,,"22,000,000,000",accounting-blockchain,https://icowatchlist.com/ico/accounting-blockchain
ETH,GBO,Singapore,,No,,$0.2500,Ethereum,June 1st 2018 To July 30th 2018,,,United States,,"1,000,000,000",gabro,https://icowatchlist.com/ico/gabro
"BTC, ETH, LTC, USD, EUR",VOCO,Lithuania,,Yes,Yes,$0.9000,Ethereum,February 21st 2018 To March 31st 2018,,,United States,,"100,000,000",provoco,https://icowatchlist.com/ico/provoco
ETH,RAWG,Cayman Islands,,No,,$0.0100,Ethereum,,,,United States,,"1,000,000,000",rawg,https://icowatchlist.com/ico/rawg
"BTC, ETH",VAD,France,,No,Yes,$0.0840,Ethereum,June 25th 2018 To August 15th 2018,,,United States,,"1,000,000,000",varanida,https://icowatchlist.com/ico/varanida
"ETH, USD",AFI,Hong Kong,,No,,$0.5000,Ethereum,July 16th 2018 To August 27th 2018,,,United States,,"125,000,000",alchemy-coin,https://icowatchlist.com/ico/alchemy-coin
"ETH, BTC, LTC, USD, EUR",MTC,Netherlands,,Yes,Yes,$0.6200,Ethereum,May 1st 2018 To May 31st 2018,,,United States,,"2,000,000,000",multiven-mom,https://icowatchlist.com/ico/multiven-mom
"BTC, ETH",AQUA,Finland,,No,Yes,$0.1500,Waves,August 27th 2018 To September 10th 2018,,,United States,,"500,000,000",sansox,https://icowatchlist.com/ico/sansox
"BTC, ETH, LTC, USD, BCH, DASH",BDP,Spain,,No,,$1.1600,Ethereum,March 26th 2018 To April 19th 2018,,,United States,,,bidipass,https://icowatchlist.com/ico/bidipass
,,,,,,,,,,,,,,utemis,https://icowatchlist.com/ico/utemis
ETH,CNVT,United States,,No,Yes,$0.2700,Ethereum,August 30th 2018 To September 22nd 2018,,,United States,,"100,000,000",conventment,https://icowatchlist.com/ico/conventment
"BTC, ETH, LTC",ZCN,United Kingdom,,No,Yes,$0.0800,Ethereum,April 2nd 2018 To August 31st 2018,,,United States,,"703,125,000",zichain,https://icowatchlist.com/ico/zichain
"BTC, ETH",RSC,Malta,,No,,$0.2600,NEO,August 16th 2018 To August 25th 2018,,,United States,,"350,000,000",ronaldinho-soccer-coin,https://icowatchlist.com/ico/ronaldinho-soccer-coin
"BTC, ETH, LTC, BCH",PERL,Australia,,Yes,,$0.1500,Ethereum,September 10th 2018 To September 28th 2018,,,United States,,"200,000,000",perlin,https://icowatchlist.com/ico/perlin
ETH,PCX,Singapore,,No,,$0.0050,Ethereum,September 19th 2018 To September 20th 2018,,,United States,,"10,000,000,000",powerchain,https://icowatchlist.com/ico/powerchain
ETH,CCET,Singapore,,No,,$0.0390,Ethereum,,,,United States,,"2,000,000,000",ccet-project,https://icowatchlist.com/ico/ccet-project
ETH,OHC,United States,,No,,$0.2500,Ethereum,April 17th 2018 To May 10th 2018,,,United States,,"1,000,000,000",100tokens,https://icowatchlist.com/ico/100tokens
ETH,SVP,Mauritius,,No,,$0.0600,Ethereum,,,,United States,,"1,000,000,000",svper,https://icowatchlist.com/ico/svper
ETH,VBEO,Bulgaria,,No,,$0.0500,Ethereum,,,,United States,,"950,000,000",vibeo,https://icowatchlist.com/ico/vibeo
ETH,SAM,Switzerland,,No,,$0.4700,Ethereum,,,,United States,,"100,000,000",sambanx,https://icowatchlist.com/ico/sambanx
ETH,WZR,United States,,No,,$0.0500,Ethereum,,,,United States,,"1,000,000,000",wyzerr,https://icowatchlist.com/ico/wyzerr
"BTC, ETH",DNC,Hong Kong,,No,,$0.0100,Other,May 22nd 2018 To August 15th 2018,,,United States,,"3,700,000,000",dona,https://icowatchlist.com/ico/dona
ETH,CLB,Singapore,,No,Yes,$0.0170,Ethereum,August 23rd 2018 To September 22nd 2018,,,United States,,"1,000,000,000",cloudbric,https://icowatchlist.com/ico/cloudbric
,GIZA,United Kingdom,,No,Yes,$1.0000,Ethereum,January 8th 2018 To February 8th 2018,,,United States,,"36,800,000",gizadevice,https://icowatchlist.com/ico/gizadevice
ETH,CTKN,United Kingdom,,Yes,,$0.2000,Ethereum,June 1st 2018 To June 8th 2018,,,United States,,"500,000,000",curaizon,https://icowatchlist.com/ico/curaizon
ETH,8BT,United States,,No,Yes,$1.0000,Ethereum,September 30th 2018 To October 1st 2018,,,United States,,"100,000,000",8-circuit-studios-wave-2,https://icowatchlist.com/ico/8-circuit-studios-wave-2
"BTC, ETH, LTC",BC,Singapore,,No,Yes,$0.8000,Ethereum,,,,United States,,"36,000,000",boomstarternetwork,https://icowatchlist.com/ico/boomstarternetwork
"BTC, ETH",GNY,Jersey,,No,Yes,$0.1000,Ethereum,,,,United States,,"400,000,000",gny,https://icowatchlist.com/ico/gny
"BTC, ETH, LTC, BCH",RGL,Marshall Islands,,Yes,Yes,$10.0000,Ethereum,August 27th 2018 To September 16th 2018,,,"United States, Japan, Korea, Democratic People's Republic of, Korea, Republic of",,"100,000,000",argyle-coin,https://icowatchlist.com/ico/argyle-coin
"BTC, ETH",MET,Anguilla,"$32,000,000",No,,$0.6000,Ethereum,August 1st 2018 To August 20th 2018,,,"United States, Canada","$1,190,000","60,000,000",miner-edge,https://icowatchlist.com/ico/miner-edge
"BTC, ETH, USD, EUR, BCH, LTC, DASH, ETC, XRP, XMR, ZEC, XLM, CNY, QKC, XEM",KGT,Ireland,,Yes,Yes,$1.0000,Ethereum,September 24th 2018 To October 8th 2018,,,", Algeria, Bangladesh, Bolivia, Ecuador, Macedonia, Morocco, Pakistan, Qatar, Vanuatu, Vietnam",,"25,000,000",kamagames,https://icowatchlist.com/ico/kamagames
ETH,OGO,United States,"$25,000,000",No,,$0.0000,Ethereum,August 21st 2018 To August 31st 2018,,,"United States, Algeria, Bolivia, China, Cuba, Ecuador, Indonesia, Iran (Islamic Republic of), Ivory Coast, Korea, Republic of, Lebanon, Morocco, Myanmar, Namibia, Nepal, Pakistan, Singapore, Syrian Arab Republic, Vietnam",,"75,000,000",vogov,https://icowatchlist.com/ico/vogov
ETH,JUL,Belarus,,No,,$0.1000,Ethereum,,,,United States,,"1,000,000,000",jullar,https://icowatchlist.com/ico/jullar
"BTC, ETH, LTC, BCH, DASH, XRP",TASH,Virgin Islands (British),,No,Yes,$0.0100,Ethereum,April 16th 2018 To June 10th 2018,,,United States,,"5,000,000,000",smart-trip-platform,https://icowatchlist.com/ico/smart-trip-platform
ETH,M2O,Singapore,,No,,$1.6800,Ethereum,July 31st 2018 To August 17th 2018,,,United States,,"35,000,000,000",m2o,https://icowatchlist.com/ico/m2o
"BTC, ETH, USD",PLA,Australia,,Yes,Yes,$0.0100,Other,June 1st 2018 To October 31st 2018,,,United States,,"50,000,000,000",playchip,https://icowatchlist.com/ico/playchip
"BTC, ETH",LUD,United States,,No,,$0.2500,Ethereum,,,,United States,,"800,000,000",ludcoin,https://icowatchlist.com/ico/ludcoin
"BTC, ETH, LTC",BLCK,Estonia,,No,Yes,$0.2000,Ethereum,October 1st 2018 To October 31st 2018,,,United States,,"471,082,089",black-insurance,https://icowatchlist.com/ico/black-insurance
"ETH, BTC, USD, EUR, ETC",YOUtoken,Switzerland,,Yes,,$0.0117,Ethereum,,,,United States,,"6,425,000,000",revenyou,https://icowatchlist.com/ico/revenyou
"BTC, ETH, LTC, BCH, DASH",TCD,Russian Federation,,No,,$1.0000,Blockchain,,,,United States,,"100,000,000",tkeycoin,https://icowatchlist.com/ico/tkeycoin
"BTC, ETH, LTC, XRP",XRK,Gibraltar,,Yes,Yes,$0.2500,Other,May 24th 2018 To September 23rd 2018,,,United States,,"300,000,000",recordskeeper,https://icowatchlist.com/ico/recordskeeper
"BTC, ETH, USD",GOT,Singapore,,No,Yes,$0.1000,Ethereum,July 5th 2018 To September 9th 2018,,,United States,,"1,000,000,000",goeureka,https://icowatchlist.com/ico/goeureka
BTC,ARIA,France,,No,,$0.0100,Ethereum,,,,United States,,"273,853,125",arianee,https://icowatchlist.com/ico/arianee
,,,,,,,,,,,,,,one1,https://icowatchlist.com/ico/one1
"BTC, ETH, USD, XEM",PLEO,Georgia,,No,,$0.5000,NEM,October 1st 2018 To October 22nd 2018,,,United States,,"140,000,000",empleosio,https://icowatchlist.com/ico/empleosio
,,,,,,,,,,,,,,aiar,https://icowatchlist.com/ico/aiar
"BTC, ETH, LTC, USD, DASH",VRF,Russian Federation,,No,Yes,$0.1000,Ethereum,January 2nd 2018 To July 2nd 2018,,,United States,,"690,000,000",verifier,https://icowatchlist.com/ico/verifier
ETH,MFX,Saint Kitts and Nevis,,Yes,Yes,$0.0824,Ethereum,May 5th 2018 To July 31st 2018,,,United States,,"521,000,000",modern-finance-chain,https://icowatchlist.com/ico/modern-finance-chain
"BTC, ETH",NHCT,Cayman Islands,,No,Yes,$0.0320,Ethereum,October 1st 2018 To October 31st 2018,,,United States,,"1,000,000,000",nhct,https://icowatchlist.com/ico/nhct
"BTC, ETH, LTC",TACO,Estonia,,No,Yes,$0.0160,Other,June 25th 2018 To July 15th 2018,,,United States,,"1,000,000,000",tanibox,https://icowatchlist.com/ico/tanibox
"BTC, ETH, BCH, DASH, XRP, XMR, LTC",AXIS,Cayman Islands,,No,Yes,$0.1500,Ethereum,June 1st 2018 To September 20th 2018,,,United States,,"500,000,000",laneaxis,https://icowatchlist.com/ico/laneaxis
,,,,,,,,,,,,,,geneos,https://icowatchlist.com/ico/geneos
ETH,VLX,United Kingdom,,No,Yes,$0.6800,Ethereum,April 4th 2018 To May 28th 2018,,,"United States, China",,"100,000,000",verv-vlux,https://icowatchlist.com/ico/verv-vlux
"BTC, ETH",TXO,Estonia,,No,,$0.1135,Ethereum,May 21st 2018 To June 7th 2018,,,United States,,"429,000,000",treon,https://icowatchlist.com/ico/treon
"BTC, ETH, USD, EUR, BCH, LTC",DOM,Netherlands,,Yes,Yes,$0.1700,Other,August 15th 2018 To August 31st 2018,,,United States,,"1,000,000,000",dominium,https://icowatchlist.com/ico/dominium
"BTC, ETH, LTC",,South Africa,,No,,$0.0000,Ethereum,July 1st 2018 To July 31st 2018,,,United States,,,bithemoth,https://icowatchlist.com/ico/bithemoth
ETH,VT,Mauritius,,No,,$0.0500,Ethereum,November 1st 2018 To November 30th 2018,,,United States,,"200,000,000",vite,https://icowatchlist.com/ico/vite
"ETH, BTC",REB,Singapore,,No,Yes,$0.0340,Ethereum,September 1st 2018 To November 30th 2018,,,United States,,"10,000,000,000",rebglo,https://icowatchlist.com/ico/rebglo
ETH,GAX,Cayman Islands,,No,Yes,$0.1100,Ethereum,,,,United States,,"400,000,000",gaxcoin,https://icowatchlist.com/ico/gaxcoin
"BTC, ETH",DGO,Singapore,,No,,$0.1400,Ethereum,,,,United States,,"200,000",dinngo,https://icowatchlist.com/ico/dinngo
"BTC, ETH, DASH, BCH, LTC, ETC, XRP",INX,Estonia,,No,Yes,$0.5000,Other,,,,United States,,"300,000,000",innovaminex,https://icowatchlist.com/ico/innovaminex
"BTC, ETH",VRA,Cayman Islands,,Yes,Yes,$0.0075,Ethereum,May 1st 2018 To May 31st 2018,,,"United States, Cayman Islands, Saudi Arabia","$25,540,000","12,491,500,000",verasity,https://icowatchlist.com/ico/verasity
ETH,GZB,United Kingdom,,No,,$0.6000,Ethereum,,,,United States,,"1,000,000,000",gigzi,https://icowatchlist.com/ico/gigzi
"BTC, ETH, USD, EUR",MOBU,South Africa,,No,,$0.0000,Ethereum,September 1st 2018 To September 15th 2018,,,United States,,"350,000,000",mobu,https://icowatchlist.com/ico/mobu
ETH,RECSH,Germany,,No,,$0.0000,Blockchain,,,,United States,,"10,000,000,000",reuse-cash,https://icowatchlist.com/ico/reuse-cash
"ETH, BTC",HUS,Estonia,,No,,$0.3600,Ethereum,,,,United States,,"100,000,000",hussy-io,https://icowatchlist.com/ico/hussy-io
ETH,KEYO,Singapore,,Yes,Yes,$0.0500,Ethereum,,,,United States,,"2,000,000,000",superwallet,https://icowatchlist.com/ico/superwallet
ETH,BTMG,Poland,"$15,000,000",No,,$0.0380,Ethereum,December 1st 2018 To December 31st 2018,,,"United States, China",,"1,000,000,000",football-bitcademy,https://icowatchlist.com/ico/football-bitcademy
"BTC, ETH",BUY,United States,,Yes,,$0.0700,Ethereum,October 1st 2018 To November 30th 2018,,,United States,,"1,000,000,000",buyingcom,https://icowatchlist.com/ico/buyingcom
ETH,PANX,Austria,,No,,$0.0310,Ethereum,November 1st 2018 To November 30th 2018,,,United States,,"1,000,000,000",pantercon,https://icowatchlist.com/ico/pantercon
"BTC, ETH",LYNK,Netherlands,,No,Yes,$0.3500,Ethereum,November 15th 2018 To November 15th 2018,,,"United States, Syrian Arab Republic",,"200,000,000",lynkedworld,https://icowatchlist.com/ico/lynkedworld
