Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers,description,end_time,image,price_usd,start_time,timezone,website_link
ETH,TCH,China,,No,,,$0.0500,https://www.teachercoin.co/,Ethereum,,,,United States,,"500,000,000",0,0,0,teacher-coin,0,https://icowatchlist.com/ico/teacher-coin,0,Teacher Coin TCH Crypto Currency for Educators provides a Universal platform for Teachers to purchase and sell resources and plan for Retirement,2018-06-30 23:59:00,https://icowatchlist.com/logos/teacher-coin.png,NA,2018-06-15 23:59:00,UTC+8,https://api.icowatchlist.com/public/v1/url/teacher-coin
ETH,TBT,Australia,,No,,,$0.0900,http://www.tripbit.info,Ethereum,March 21st 2018 To April 24th 2018,,,United States,,"700,000,000",0,0,0,tripbit,0,https://icowatchlist.com/ico/tripbit,0,The New Global Currency for Travel and Tourism,2018-07-03 00:00:00,https://icowatchlist.com/logos/tripbit.png,NA,2018-05-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tripbit
"BTC, ETH",WINS,Cyprus,,No,,,$0.2000,https://winstars.io,Ethereum,,,,United States,,"150,000,000",0,0,0,winstars,0,https://icowatchlist.com/ico/winstars,0,Winstars is a decentralized gaming platform with a catalog of gambling resources the core is built on Blockchain and smart contracts,2018-07-03 23:59:00,https://icowatchlist.com/logos/winstars.png,NA,2018-06-03 00:01:00,UTC+3,https://api.icowatchlist.com/public/v1/url/winstars
ETH,DZC,Japan,,Yes,,Yes,$0.0079,https://dreampay.jp/dzoneico/index_en.html,Ethereum,,,,United States,,"50,000,000,000",0,0,0,d-zone-coin,0,https://icowatchlist.com/ico/d-zone-coin,0,The worlds first settlement service using block chain technology that realizing low commission high security immediate settlement,2018-07-04 23:59:00,https://icowatchlist.com/logos/d-zone-coin.png,NA,2018-06-01 00:00:00,UTC+9,https://api.icowatchlist.com/public/v1/url/d-zone-coin
ETH,DTX,Belgium,,No,https://github.com/DataBrokerDAO,Yes,$0.2300,https://databrokerdao.com/,Ethereum,March 19th 2018 To March 25th 2018,,,United States,"$3,750,000","225,000,000",84,8845,2951,databroker-dao,19,https://icowatchlist.com/ico/databroker-dao,56,DataBroker DAO is the first marketplace to sell  buy sensor data through the use of Blockchain Technology,2018-07-07 16:00:00,https://icowatchlist.com/logos/databroker-dao.png,NA,2018-04-26 16:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/databroker-dao
ETH,ESS,Switzerland,,Yes,https://github.com/essentiaone,Yes,$0.0430,https://essentia.one/,Ethereum,March 15th 2018 To June 1st 2018,$0.00,-96.74%,"United States, China","$25,500,000","1,755,313,373",331,18652,5104,essentia,91,https://icowatchlist.com/ico/essentia,56,Essentia is the interoperations and data management framework forged by a whole new set of protocols,2018-07-08 12:00:00,https://icowatchlist.com/logos/essentia.png,0.00,2018-06-25 12:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/essentia
"BTC, ETH",CIF,Hong Kong,,No,,,$0.8000,https://www.crowdif.com/,Ethereum,,,,United States,,"41,500,000",0,0,0,crowdif,0,https://icowatchlist.com/ico/crowdif,0,A revolutionary project using sentiment analysis for crypto trading through sophisticated algorithms,2018-07-10 12:00:00,https://icowatchlist.com/logos/crowdif.png,NA,2018-06-25 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/crowdif
"BTC, ETH",XSE,Norway,,No,,,$0.4000,https://xsearch.io,Ethereum,May 9th 2018 To June 9th 2018,,,United States,,"30,000,000",0,0,0,xsearch,0,https://icowatchlist.com/ico/xsearch,0,XSEARCH  Innovating Research System using the power of blockchain technology,2018-07-10 23:00:00,https://icowatchlist.com/logos/xsearch.png,NA,2018-06-10 14:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/xsearch
ETH,DTT,United States,,No,https://github.com/DTToken,Yes,$0.4000,https://delphifund.org,Ethereum,April 14th 2018 To April 30th 2018,,,United States,,"600,000,000",0,0,0,delphi-technologies-token,0,https://icowatchlist.com/ico/delphi-technologies-token,0,Smart wallet  Currency for Delphi Intelligent carsThis is a token used in Delphi intelligent  driverless cars for use by car,2018-07-11 23:59:00,https://icowatchlist.com/logos/delphi-technologies-token.png,NA,2018-05-01 17:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/delphi-technologies-token
ETH,NH,Denmark,,No,,,$1.9200,http://www.nihilum.io/,Ethereum,,,,United States,,,0,0,0,nihilum,0,https://icowatchlist.com/ico/nihilum,0,A lifetime cloud mining service provider managed by a Danish company and a group of passionate professionals,2018-07-11 23:59:00,https://icowatchlist.com/logos/nihilum.png,NA,2018-05-11 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/nihilum
"BTC, ETH, LTC",MDX,Cayman Islands,,No,https://github.com/MandalaPlatform,Yes,$0.0700,https://mandalaex.com,Ethereum,April 21st 2018 To May 31st 2018,,,United States,"$18,200,000","400,000,000",1,2,0,mandala,0,https://icowatchlist.com/ico/mandala,0,A revolutionary digital asset exchange which is simple secure and sustainable,2018-07-13 23:59:00,https://icowatchlist.com/logos/mandala.png,NA,2018-06-01 00:01:00,UTC--5,https://api.icowatchlist.com/public/v1/url/mandala
ETH,FNT,Norway,,No,,Yes,$0.0500,https://friendup.cloud,Ethereum,,,,United States,,"2,000,000,000",0,0,0,friendup,0,https://icowatchlist.com/ico/friendup,0,Worlds first decentralised open source and device independent computer based on Blockchain Technology,2018-07-14 09:00:00,https://icowatchlist.com/logos/friendup.png,NA,2018-06-15 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/friendup
"BTC, ETH",ODY,France,,No,https://github.com/Odyfund/ICO,,$0.0000,https://odyfund.org,Ethereum,April 15th 2018 To May 15th 2018,,,United States,,,1,3,0,odyfund,1,https://icowatchlist.com/ico/odyfund,0,Fundraising platform linked to a humanitarian crypto emergency fund,2018-07-15 12:00:00,https://icowatchlist.com/logos/odyfund.png,NA,2018-06-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/odyfund
"BTC, ETH, USD",VRN,Bulgaria,,No,https://github.com/Vernam-ICO,Yes,$0.0850,https://www.vernam.com/,Ethereum,May 15th 2018 To June 4th 2018,,,United States,,"1,000,000,000",0,0,0,vernam,0,https://icowatchlist.com/ico/vernam,0,The Worlds First 0 commission insurance on the Blockchain  making insurance more affordable,2018-07-15 23:59:00,https://icowatchlist.com/logos/vernam.png,NA,2018-06-04 09:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/vernam
"BTC, ETH",ABCS,United States,,No,https://github.com/abacasXchange,,$1.0000,https://token.abacasexchange.com/,Ethereum,,,,United States,,"100,000,000",0,0,0,abacasxchange,0,https://icowatchlist.com/ico/abacasxchange,0,AbacasXchange is a universal exchange that allows you to trade exchange or transfer Any Asset Anywhere Anytime,2018-07-15 23:59:00,https://icowatchlist.com/logos/abacasxchange.png,NA,2018-06-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/abacasxchange
,BEAT,Germany,,No,,Yes,$0.1200,https://beat.sportalliance.com,Ethereum,January 23rd 2018 To February 20th 2018,,,United States,,"230,000,000,000",0,0,0,beat,0,https://icowatchlist.com/ico/beat,0,BEAT is a SportAlliance project to help promote Sporting and Healthy activities,2018-07-15 23:59:00,https://icowatchlist.com/logos/beat.png,NA,2018-02-21 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/beat
"BTC, ETH",KEP,Georgia,,No,https://github.com/KeplerTek/Kepler-Token,,$1.2500,https://keplertek.org/,Ethereum,May 22nd 2018 To June 5th 2018,,,United States,"$7,800,000","100,000,000",1,5,0,kepler-technologies,2,https://icowatchlist.com/ico/kepler-technologies,2,Artificial Intelligence AI and Robotics Ecosystem Powered by Blockchain Technology,2018-07-17 00:00:00,https://icowatchlist.com/logos/kepler-technologies.png,NA,2018-06-26 00:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/kepler-technologies
ETH,FTEC,United Kingdom,,No,https://github.com/FtecFoundation,Yes,$0.0150,https://ftec.ai/,Ethereum,April 24th 2018 To May 22nd 2018,,,United States,,"998,400,000",0,0,0,ftec,0,https://icowatchlist.com/ico/ftec,0,FTEC is an ecosystem of intelligent services and neural networks for conducting effective trading activities on cryptocurrency markets,2018-07-18 14:00:00,https://icowatchlist.com/logos/ftec.png,NA,2018-06-20 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ftec
"BTC, ETH, DASH, LTC",PERA,Singapore,,Yes,,,$0.0100,http://payera.io,Ethereum,May 30th 2018 To June 20th 2018,,,United States,,"2,100,000,000",0,0,0,payera,0,https://icowatchlist.com/ico/payera,0,A new era in the crypto world through simple shopping and easy payment,2018-07-18 18:00:00,https://icowatchlist.com/logos/payera.png,NA,2018-06-20 18:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/payera
ETH,LUK,Gibraltar,,No,https://github.com/Luckchemy/Luckchemy,Yes,$0.0400,https://ico.luckchemy.com/,Ethereum,April 30th 2018 To May 21st 2018,,,United States,,"1,000,000,000",1,4,0,luckchemy,14,https://icowatchlist.com/ico/luckchemy,7,Luckchemy is a scalable and provably fair online gambling platform driven by a unique combination of blockchain technology and offchain cryptography,2018-07-20 23:59:00,https://icowatchlist.com/logos/luckchemy.png,NA,2018-05-22 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/luckchemy
ETH,GANA,Estonia,,No,https://github.com/GanaProject,,$0.0250,https://ganacoin.io/,Ethereum,,,,"United States, Bolivia, China, Cuba, Ecuador, Indonesia, Iran (Islamic Republic of), Ivory Coast, Korea, Republic of, Lebanon, Morocco, Myanmar, Namibia, Nepal, Pakistan, Singapore, Syrian Arab Republic, Vietnam",,"2,400,000,000",2,7,1,gana,4,https://icowatchlist.com/ico/gana,1,The blockchain based AI platform providing personal assistance in cannabis industry,2018-07-21 23:59:00,https://icowatchlist.com/logos/gana.png,NA,2018-05-21 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/gana
,ATK,Russian Federation,,No,,Yes,$1.0000,https://www.inautoclub.com/en/,Graphene,February 25th 2018 To March 18th 2018,,,United States,,"60,187,847",0,0,0,iac-autounit,0,https://icowatchlist.com/ico/iac-autounit,0,Decentralized marketplace with multilevel cashback,2018-07-22 12:00:00,https://icowatchlist.com/logos/iac-autounit.png,NA,2018-03-26 12:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/iac-autounit
ETH,TYPE,United Kingdom,,No,https://github.com/Typerium/TYPEProtocol,,$0.0100,https://typerium.io,Ethereum,May 21st 2018 To June 25th 2018,,,United States,,"2,000,000,000",1,13,0,typerium,1,https://icowatchlist.com/ico/typerium,1,IP Protected contentcreation platform social media network and marketplace,2018-07-23 23:59:00,https://icowatchlist.com/logos/typerium.png,NA,2018-06-26 19:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/typerium
"BTC, ETH",YUM,Virgin Islands (British),,No,,Yes,$0.1000,http://www.yumerium.com,Ethereum,,,,"United States, China","$3,000,000","818,274,853",0,0,0,yumerium,0,https://icowatchlist.com/ico/yumerium,0,Play review and Share to Earn on an open Gaming Platform which makes use of the Blockchain,2018-07-24 02:00:00,https://icowatchlist.com/logos/yumerium.png,NA,2018-05-24 02:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/yumerium
"BTC, ETH",TTV,Germany,,No,https://github.com/tvtwocom,Yes,$0.0700,https://tv-two.com/,Ethereum,,,,United States,,"666,666,667",10,1329,887,tv-two,6,https://icowatchlist.com/ico/tv-two,10,Television Ecosystem on the Blockchain which enables directs connection between viewers advertisers and content creators,2018-07-24 13:00:00,https://icowatchlist.com/logos/tv-two.png,NA,2018-05-24 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tv-two
ETH,REFER,Australia,,No,https://github.com/yashartp/Plentix,Yes,$0.0200,https://plentix.io,Ethereum,,,,United States,,"400,000,000",1,10,1,plentix,2,https://icowatchlist.com/ico/plentix,3,Connecting and rewarding participants in online referral programs power by Blockchain Technology,2018-07-25 12:00:00,https://icowatchlist.com/logos/plentix.png,NA,2018-07-11 12:00:00,UTC+11,https://api.icowatchlist.com/public/v1/url/plentix
"BTC, XRP, ETH, BCH, DASH, LTC",CHBR,Brazil,,No,https://github.com/CriptoHub,,$0.3000,https://ico.criptohub.com.br/,Ethereum,,,,United States,,"100,000,000",0,0,0,criptohub,0,https://icowatchlist.com/ico/criptohub,0,CriptoHub is a Brazilian cryptocurrency exchange bringing unique benefits Brazil,2018-07-27 00:00:00,https://icowatchlist.com/logos/criptohub.png,NA,2018-04-20 00:00:00,UTC--3,https://api.icowatchlist.com/public/v1/url/criptohub
,VLR,United States,"$15,000,000",No,https://github.com/ValoremFoundation,,$1.5000,https://advalorem.io/,Ethereum,,$0.03,-97.69%,United States,"$19,110,000",,0,0,0,valoremfoundation,0,https://icowatchlist.com/ico/valoremfoundation,0,Valorem Foundation is building a niche ecommerce platform for 99 of the market,2018-07-28 03:00:00,https://icowatchlist.com/logos/valoremfoundation.png,0.04,2017-12-15 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/valoremfoundation
"BTC, ETH, BCH",COT,Venezuela,,Yes,https://github.com/coinet,,$0.5000,https://www.coinet.network/,Other,,,,United States,,"10,000,000",4,421,79,coinet,0,https://icowatchlist.com/ico/coinet,5,Coinet Financing Platform is a decentralized P2P platform that will directly connect investors and project owners We will follow the DAICO model,2018-07-28 12:00:00,https://icowatchlist.com/logos/coinet.png,NA,2018-06-22 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coinet
,,,,,,,,,,,,,,,,0,0,0,iaqua,0,https://icowatchlist.com/ico/iaqua,0,Expansion of sustainable freshwater aquaculture facility in Australia to grow premium quality fish,2018-07-29 01:00:00,https://icowatchlist.com/logos/iaqua.png,NA,2018-04-29 01:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iaqua
"ETH, BTC",LBT,Russian Federation,,No,https://github.com/lendsbaycorp,Yes,$0.3000,https://lendsbay.io/,Ethereum,,,,"United States, China",,"100,000,000",2,6,0,lendsbay,0,https://icowatchlist.com/ico/lendsbay,1,LendsBay is system for trusted financial transactions between people based on transparency and blockchain technology,2018-07-29 23:59:00,https://icowatchlist.com/logos/lendsbay.png,NA,2018-06-18 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/lendsbay
"BTC, ETH, BCH, LTC, EUR, XMR",AVINOC,Hong Kong,,No,https://github.com/AVINOCICO,Yes,$0.0500,https://www.avinoc.com,Ethereum,June 20th 2018 To July 13th 2018,,,United States,,"1,000,000,000",0,0,0,avinoc,0,https://icowatchlist.com/ico/avinoc,0,The Blockchain Solution disrupting the global General Aviation Business,2018-07-30 00:00:00,https://icowatchlist.com/logos/avinoc.png,NA,2018-07-14 00:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/avinoc
ETH,PT,Israel,,Yes,,Yes,$0.0400,https://www.playtness.io/,Ethereum,March 15th 2018 To June 30th 2018,,,United States,,"2,421,551,331",0,0,0,playtness,0,https://icowatchlist.com/ico/playtness,0,Tokenizing the world of fitness to create healthier lives for all around the globe using the power of blockchain technology,2018-07-30 12:00:00,https://icowatchlist.com/logos/playtness.png,NA,2018-07-01 12:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/playtness
,,,,,,,,,,,,,,,,0,0,0,kasko2go,0,https://icowatchlist.com/ico/kasko2go,0,First blockchain community for safer driving and help drive down car insurance costs,2018-07-30 12:00:00,https://icowatchlist.com/logos/kasko2go.png,NA,2018-07-01 12:01:00,UTC+1,https://api.icowatchlist.com/public/v1/url/kasko2go
"BTC, ETH, USD, EUR",FLEX,Germany,,Yes,,Yes,$0.0850,https://ico.trustedcars.com/,Ethereum,May 23rd 2018 To May 30th 2018,,,United States,,"800,000,000",0,0,0,trustedcars-flex,0,https://icowatchlist.com/ico/trustedcars-flex,0,AwardWinning German Company is changing Car Ownership forever by incorporating the magic of Blockchain Technology,2018-07-30 23:00:00,https://icowatchlist.com/logos/trustedcars-flex.png,NA,2018-06-11 09:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/trustedcars-flex
"BTC, ETH",DEC,Switzerland,,No,https://github.com/darico-coin,Yes,$0.5000,http://darico.io,Ethereum,,$0.10,,United States,,"120,000,000",0,0,0,darico,0,https://icowatchlist.com/ico/darico,0,Monitor Trade Invest Spend,2018-07-30 23:59:00,https://icowatchlist.com/logos/darico.png,0.08,2018-01-30 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/darico
ETH,C4F,Hong Kong,,No,,Yes,$0.0000,https://www.coins4favors.com,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"100,000,000,000",0,0,0,coins4favors,0,https://icowatchlist.com/ico/coins4favors,0,A decentralized blockchain powered peertopeer platform for favors and minijobs around the world,2018-07-30 23:59:00,https://icowatchlist.com/logos/coins4favors.png,NA,2018-06-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coins4favors
ETH,FANZ,Cayman Islands,,No,https://github.com/SportsCastrFanchain,,$0.0000,https://FanChain.com,Ethereum,,,,United States,,"600,000,000",3,19,1,sportscastr-fanchain,0,https://icowatchlist.com/ico/sportscastr-fanchain,3,Sports Token and Decentralized Ecosystem That Knows Your Favorite Team,2018-07-31 04:25:00,https://icowatchlist.com/logos/sportscastr-fanchain.png,NA,2018-06-30 04:25:00,UTC+2,https://api.icowatchlist.com/public/v1/url/sportscastr-fanchain
,XPR,Netherlands,,No,,Yes,$0.2200,https://pr.network/landing,Other,April 20th 2018 To May 2nd 2018,,,United States,,"100,000,000",0,0,0,pr-network,0,https://icowatchlist.com/ico/pr-network,0,PRnetwork is an incentivebased voting protocol designed to decentralized the reputation and value of everything,2018-07-31 12:12:00,https://icowatchlist.com/logos/pr-network.png,NA,2018-07-01 12:12:00,UTC+0,https://api.icowatchlist.com/public/v1/url/pr-network
"BTC, ETH",BANG,Russian Federation,,No,,,$0.2500,https://bountyangels.com/,Ethereum,April 16th 2018 To May 16th 2018,,,United States,,"20,000,000",0,0,0,bounty-angels,0,https://icowatchlist.com/ico/bounty-angels,0,A solution for Bounty hunters For ICO For blockchain community For everyone,2018-08-01 00:00:00,https://icowatchlist.com/logos/bounty-angels.png,NA,2018-07-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bounty-angels
"BTC, ETH",LIC,Malta,,No,https://github.com/LigerCoin/Contracts/blob/master/LigerToken.sol,,$0.0310,https://www.ligercoin.com/,Ethereum,April 18th 2018 To June 16th 2018,,,,,"2,700,000,000",0,0,0,ligercoin,0,https://icowatchlist.com/ico/ligercoin,0,LIGER is here with best processes swifter transactions and smartest thinking Its advanced features of safety and anonymity are ready to win hearts and games,2018-08-01 23:55:00,https://icowatchlist.com/logos/ligercoin.png,NA,2018-06-17 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ligercoin
ETH,STAR,Singapore,,No,,Yes,$0.2400,https://starflow.com/,Ethereum,March 5th 2018 To July 3rd 2018,,,United States,,"400,000,000",0,0,0,starflow,0,https://icowatchlist.com/ico/starflow,0,Starflow is a blockchainpowered ecosystem for the influencer economy,2018-08-04 09:00:00,https://icowatchlist.com/logos/starflow.png,NA,2018-07-04 09:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/starflow
ETH,DTN,United Kingdom,,No,https://github.com/datareum/,,$0.0300,https://www.datareum.net/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,datareum,0,https://icowatchlist.com/ico/datareum,0,Decentralized Marketplace for Data helping data providers take control of their data,2018-08-06 12:00:00,https://icowatchlist.com/logos/datareum.png,NA,2018-06-02 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/datareum
,STM,Singapore,,No,https://github.com/streamity,,$0.2000,https://streamity.org/,Ethereum,March 12th 2018 To March 25th 2018,,,United States,,,12,104,20,streamity,17,https://icowatchlist.com/ico/streamity,20,The key element of STREAMITY is StreamDesk decentralized application for exchange of cryptocurrency to fiat,2018-08-06 12:00:00,https://icowatchlist.com/logos/streamity.png,NA,2018-06-25 12:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/streamity
,,,,,,,,,,,,,,,,0,0,0,botchain,0,https://icowatchlist.com/ico/botchain,0,Infrastructure for Trust and Audit of AI Systems It helps with increased adoption of AI,2018-08-08 17:40:00,https://icowatchlist.com/logos/botchain.png,NA,2018-07-08 17:40:00,UTC--5,https://api.icowatchlist.com/public/v1/url/botchain
"BTC, ETH",CODX,United States,,Yes,,Yes,$0.0550,https://codexprotocol.com,Ethereum,,,,"United States, China",,"1,000,000,000",0,0,0,codex-protocol,0,https://icowatchlist.com/ico/codex-protocol,0,A decentralized registry for unique assets which makes use of Blockchain to verify and authenticate ownership of prized assets,2018-08-08 23:59:00,https://icowatchlist.com/logos/codex-protocol.png,NA,2018-07-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/codex-protocol
"BTC, ETH, DASH, ETC, LTC, BCH",MYDFS,Isle of Man,,No,https://github.com/mydfs/blockchain,Yes,$1.0000,https://tokensale.mydfs.net,Ethereum,April 16th 2018 To May 7th 2018,,,"United States, China, Singapore",,"125,000,000",6,86,4,mydfs,8,https://icowatchlist.com/ico/mydfs,10,Blockchainpowered daily fantasy sports which brings more efficiency for optimal user experience,2018-08-10 23:59:00,https://icowatchlist.com/logos/mydfs.png,NA,2018-07-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mydfs
"BTC, ETH",MIB,"Korea, Democratic People's Republic of",,No,,Yes,$0.5000,http://mibcoin.io/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,mib-coin,0,https://icowatchlist.com/ico/mib-coin,0,MIB coin is a smartphonebased Blockchain network which ensures efficient use of power through simplified coin mining,2018-08-10 23:59:00,https://icowatchlist.com/logos/mib-coin.png,NA,2018-07-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mib-coin
"BTC, ETH, USD, EUR",IC,Estonia,,No,https://github.com/INGOTCoin1,,$1.0000,https://www.ingotcoin.io/,Ethereum,May 1st 2018 To June 30th 2018,,,United States,,"120,000,000",0,0,0,ingot-coin,0,https://icowatchlist.com/ico/ingot-coin,0,Creating a onestopshop Ecosystem that will link the Crypto markets to the current financial markets,2018-08-11 23:59:00,https://icowatchlist.com/logos/ingot-coin.png,NA,2018-07-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ingot-coin
"BTC, ETH",METM,Australia,,Yes,https://github.com/MetaMorphPro,Yes,$0.0800,https://metamorph.pro,Ethereum,April 27th 2018 To June 27th 2018,,,United States,,"200,000,000",12,541,345,metamorph-pro,0,https://icowatchlist.com/ico/metamorph-pro,3,Allinone Exchange to Secure Manage and Trade Cryptocurrencies It Presents Users with Convenience,2018-08-14 00:00:00,https://icowatchlist.com/logos/metamorph-pro.png,NA,2018-06-28 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/metamorph-pro
"BTC, ETH, BCH",B21,Gibraltar,,No,,,$0.0000,https://www.b21.io,Ethereum,June 15th 2018 To July 14th 2018,,,United States,,"500,000,000",0,0,0,b21,0,https://icowatchlist.com/ico/b21,0,Your personal wealth manager for cryptoassets to help maximize profits,2018-08-14 17:14:00,https://icowatchlist.com/logos/b21.png,NA,2018-07-15 17:13:00,UTC+0,https://api.icowatchlist.com/public/v1/url/b21
"BTC, ETH, LTC",HYB,Italy,,No,https://github.com/HybridBetting/hybrid,Yes,$0.0000,https://www.hybridbetting.com/,Ethereum,April 3rd 2018 To June 8th 2018,,,United States,,,1,9,0,hybrid-betting,1,https://icowatchlist.com/ico/hybrid-betting,0,The unique platform in the world where betting is a different game,2018-08-15 12:00:00,https://icowatchlist.com/logos/hybrid-betting.png,NA,2018-06-14 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/hybrid-betting
ETH,ASk,Singapore,,No,https://github.com/allsparkchain,,$0.2330,http://allsparkchain.com/,Other,April 23rd 2018 To July 15th 2018,,,United States,,"300,000,000",0,0,0,allspark,0,https://icowatchlist.com/ico/allspark,0,AllSpark Chain is a public blockchain where content creators advertisers and social media users coexist in a reciprocal sharing economy,2018-08-15 23:59:00,https://icowatchlist.com/logos/allspark.png,NA,2018-07-23 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/allspark
"BTC, ETH",Lamb,Singapore,,Yes,,Yes,$0.0100,http://www.lambda.im/en/index.html,Other,,,,United States,,"10,000,000,000",0,0,0,lambda,0,https://icowatchlist.com/ico/lambda,0,A disruptor in blockchainbased storage solution The chain provides millions of Requests per Second RPS through sharding technology,2018-08-15 23:59:00,https://icowatchlist.com/logos/lambda.png,NA,2018-08-01 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/lambda
ETH,TIP,Costa Rica,,No,https://github.com/TipBlockchain/,,$0.0500,https://tipblockchain.io/,Ethereum,July 13th 2018 To July 20th 2018,,,"United States, Canada, China, Iran (Islamic Republic of), Korea, Republic of, Sudan, Syrian Arab Republic",,"1,000,000,000",5,905,114,tip-blockchain,1,https://icowatchlist.com/ico/tip-blockchain,5,Powering mass adoption of cryptocurrency through discovery of information on the blockchain,2018-08-17 23:59:00,https://icowatchlist.com/logos/tip-blockchain.png,NA,2018-07-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tip-blockchain
"BTC, DASH, XRP, ETH, LTC, BCH",OSA,Latvia,,No,https://github.com/OSAdecentralized,,$0.1400,https://osadc.io/en/,Other,May 21st 2018 To June 21st 2018,,,United States,,"2,800,000,000",0,0,0,osa-dc,0,https://icowatchlist.com/ico/osa-dc,0,The worlds first decentralized AIdriven marketplace providing realtime solutions to retailers manufacturers and consumers,2018-08-20 18:07:00,https://icowatchlist.com/logos/osa-dc.png,NA,2018-07-20 18:07:00,UTC+0,https://api.icowatchlist.com/public/v1/url/osa-dc
"ETH, BCH, LTC, BTC",ARTX,Italy,,No,,,$0.0200,https://articlex.io,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"3,000,000,000",0,0,0,articlex,0,https://icowatchlist.com/ico/articlex,0,The first Publishing Platform for the Blockchain era  benefiting both publishers and visitors,2018-08-20 23:59:00,https://icowatchlist.com/logos/articlex.png,NA,2018-06-15 11:59:00,UTC+0,https://api.icowatchlist.com/public/v1/url/articlex
ETH,IAM,Mauritius,,Yes,https://github.com/iameidentity,Yes,$0.0750,https://iame.io/,Ethereum,April 18th 2018 To May 20th 2018,,,United States,,,4,19,11,iame-identity,11,https://icowatchlist.com/ico/iame-identity,4,Making compromised information hackworthless It makes use of distributed ledger system to ensure that peoples identifications are secure,2018-08-24 23:59:00,https://icowatchlist.com/logos/iame-identity.png,NA,2018-07-04 00:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iame-identity
"EUR, ETH, BTC",TRIL,Switzerland,,No,,,$0.7500,https://trilliant.io/,Ethereum,July 10th 2018 To August 10th 2018,,,United States,,"40,000,000",0,0,0,trilliant,0,https://icowatchlist.com/ico/trilliant,0,Fractional Ownership Programs for Cryptocurrency ATMs Trilliant makes the highly lucrative cryptocurrency ATM business accessible to everyone,2018-08-25 00:00:00,https://icowatchlist.com/logos/trilliant.png,NA,2018-08-11 00:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/trilliant
