,Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url,description,end_time,image,price_usd,start_time,timezone,website_link
27,,RLC,France,,No,,$0.2500,Ethereum,,$0.43,73.20%,United States,"$12,160,000",,iexec,https://icowatchlist.com/ico/iexec,IeXec is a fully decentralized cloud based computing system based on Blockchain,2017-04-19 23:59:59,https://icowatchlist.com/logos/iexec.png,0.63,2017-04-19 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iexec
28,,ETT,Russian Federation,,No,,$0.0632,Waves,,$0.01,-83.04%,United States,"$4,430,000",,encryptotel,https://icowatchlist.com/ico/encryptotel,Encrypto Telecom offers solutions for secure communication over the blockchain,2017-04-24 00:00:00,https://icowatchlist.com/logos/encryptotel.png,0.01,2017-04-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/encryptotel
29,,GNO,United States,,No,,$31.2800,Ethereum,,$15.12,-51.66%,United States,"$12,500,000",,gnosis,https://icowatchlist.com/ico/gnosis,it is an Ethereumbased prediction market that works using crowdsourcing methods,2017-04-24 11:59:59,https://icowatchlist.com/logos/gnosis.png,16.15,2017-04-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/gnosis
30,,MGO,Serbia,,No,,$0.5300,Ethereum,,$0.11,-78.62%,United States,"$53,070,000",,mobilego,https://icowatchlist.com/ico/mobilego,MobileGoGameCredit is a proprietary payment gateway that allows gamers to use the tokens to buy ingame content,2017-04-25 00:00:00,https://icowatchlist.com/logos/mobilego.png,0.07,2017-04-25 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mobilego
31,,HMQ,Luxembourg,,No,,$0.0035,Ethereum,,$0.01,206.00%,United States,"$5,160,000",,humaniq,https://icowatchlist.com/ico/humaniq,Decentralized Banking based on blockchain,2017-04-27 00:00:00,https://icowatchlist.com/logos/humaniq.png,0.01,2017-04-06 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/humaniq
32,,LUN,United States,,No,,$1.6100,Ethereum,,$2.75,70.81%,United States,"$3,400,000",,lunyr,https://icowatchlist.com/ico/lunyr,The future of knowledge sharing that lets you earn rewards for what you know,2017-04-27 12:00:00,https://icowatchlist.com/logos/lunyr.png,2.07,2017-03-29 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/lunyr
33,,TAAS,Singapore,,No,,$1.0000,Ethereum,,$0.30,-70.19%,United States,"$7,570,000",,taas,https://icowatchlist.com/ico/taas,TaaS is a tokenized closedend fund specifically for blockchainbased assets,2017-04-27 12:00:00,https://icowatchlist.com/logos/taas.png,0.78,2017-03-27 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/taas
34,,BPL,Unknown,,No,,$0.2200,Blockchain,,$0.01,,United States,,,blockpool,https://icowatchlist.com/ico/blockpool,BlockPool is a B2B blockchain solution for many industries Fintech Media  more ,2017-05-01 00:00:00,https://icowatchlist.com/logos/blockpool.png,0.01,2017-05-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/blockpool
35,,TKN,Switzerland,,No,,$0.5400,Ethereum,,$0.56,2.78%,United States,"$12,700,000",,tokencard,https://icowatchlist.com/ico/tokencard,Token Market has been setup as the platform for the future financial era,2017-05-02 20:00:00,https://icowatchlist.com/logos/tokencard.png,0.59,2017-05-02 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tokencard
36,,ECOB,Unknown,,No,,$0.0100,Not Available,,$0.00,-73.21%,United States,"$4,500,000",,ecobit,https://icowatchlist.com/ico/ecobit,EcoBit is taking charge in the fight to make the planet a safe and healthier place for us all to live in,2017-05-09 00:00:00,https://icowatchlist.com/logos/ecobit.png,0.00,2017-05-09 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ecobit
37,,BOS,Unknown,,No,,$0.0434,Not Available,,$0.02,-61.57%,United States,"$12,200,000",,boscoin,https://icowatchlist.com/ico/boscoin,BOScoin is a selfevolving cryptocurrency platform,2017-05-10 12:00:00,https://icowatchlist.com/logos/boscoin.png,0.01,2017-05-10 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/boscoin
38,,BCAP,United States,,No,,$1.0000,Not Available,,$0.89,-11.15%,United States,"$10,000,000",,blockchaincapital,https://icowatchlist.com/ico/blockchaincapital,Blockchain Capital is a venture capital firm investing in blockchain enterprises,2017-05-10 12:00:00,https://icowatchlist.com/logos/blockchaincapital.png,1.39,2017-04-10 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/blockchaincapital
39,,ZRC,Unknown,,No,,$1.4000,Waves,,$1.92,37.14%,United States,"$7,070,000",,zrcoin,https://icowatchlist.com/ico/zrcoin,ZrCoin is a blockchain project for investing in the production of an indemand industrial material,2017-05-11 00:00:00,https://icowatchlist.com/logos/zrcoin.png,2.11,2017-05-11 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/zrcoin
40,,AE,Liechtenstein,,No,,$0.1950,Blockchain,,$0.48,145.27%,United States,"$24,990,000",,aeternity,https://icowatchlist.com/ico/aeternity,Aeternity is a new smart contract blockchain that interfaces with IoT FinTech  more,2017-05-12 13:05:00,https://icowatchlist.com/logos/aeternity.png,0.45,2017-05-12 13:05:00,UTC+0,https://api.icowatchlist.com/public/v1/url/aeternity
41,,ETB,United Kingdom,,No,,$0.8800,Ethereum,,$0.00,-99.99%,United States,"$1,200,000",,ethbits,https://icowatchlist.com/ico/ethbits,It is an easytouse secure cryptocurrency with an organization that has a futureoriented mindset,2017-05-13 12:00:00,https://icowatchlist.com/logos/ethbits.png,0.00,2017-04-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ethbits
42,,PPY,Unknown,,No,,$4.6000,Bitcoin Fork,,$0.73,-84.06%,United States,"$4,500,000",,peerplays,https://icowatchlist.com/ico/peerplays,Peerplays is a provably fair blockchainbased gaming platform,2017-05-14 12:00:00,https://icowatchlist.com/logos/peerplays.png,0.78,2017-02-26 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/peerplays
43,,ANT,Spain,,No,,$0.9090,Ethereum,,$0.51,-43.54%,United States,"$25,000,000",,aragon,https://icowatchlist.com/ico/aragon,The Aragon platform lets a whole organization operate with the infrastracture of the blockchain technology,2017-05-17 19:00:00,https://icowatchlist.com/logos/aragon.png,0.69,2017-05-17 16:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/aragon
44,,MCO,Unknown,,No,,$2.6400,Ethereum,,$3.49,,United States,,,monaco,https://icowatchlist.com/ico/monaco,Monaco is creating a cryptocurrency card with extra affordable exchange rates ,2017-05-18 09:30:00,https://icowatchlist.com/logos/monaco.png,4.55,2017-05-18 09:30:00,UTC+0,https://api.icowatchlist.com/public/v1/url/monaco
45,,SJCX,United States,,No,,$0.2920,Ethereum,,$0.20,-31.03%,United States,"$30,000,000",,storj,https://icowatchlist.com/ico/storj,Storj is a platform allows users to store data in a secure and decentralized manner,2017-05-19 00:00:00,https://icowatchlist.com/logos/storj.png,0.25,2017-05-19 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/storj
46,,CVCOIN,Russian Federation,,No,,$0.3862,Bitcoin Fork,,$0.20,-47.90%,United States,"$3,870,000",,crypviser,https://icowatchlist.com/ico/crypviser,Crypviser is an encrypted network for business and social on the Blockchain technology,2017-05-20 00:00:00,https://icowatchlist.com/logos/crypviser.png,0.22,2017-05-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/crypviser
47,,QRL,Unknown,,No,,$0.0640,Not Available,,$0.16,153.59%,United States,"$4,160,000",,quantumrl,https://icowatchlist.com/ico/quantumrl,The Quantum Resistant Ledger QRL is new technology which is resistant to hacking by quantum computers,2017-05-24 12:00:00,https://icowatchlist.com/logos/quantumrl.png,0.21,2017-05-01 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/quantumrl
48,,PING,Unknown,,No,,$0.2778,Waves,,$0.03,-89.66%,United States,"$2,500,000",,cryptoping,https://icowatchlist.com/ico/cryptoping,CryptoPing is a real time altcoins trading intelligence chatbot as a service,2017-05-25 00:00:00,https://icowatchlist.com/logos/cryptoping.png,0.02,2017-05-25 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cryptoping
49,,ADL,Unknown,,No,,$0.0295,Not Available,,$0.01,-61.10%,United States,"$1,050,000",,adelphoi,https://icowatchlist.com/ico/adelphoi,Adel is a selfsustaining cryptocurrency system,2017-05-25 12:00:00,https://icowatchlist.com/logos/adelphoi.png,0.01,2017-05-01 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/adelphoi
50,,VERI,United States,,No,,$12.0000,Ethereum,,$18.24,52.00%,United States,"$12,000,000",,veritaseum,https://icowatchlist.com/ico/veritaseum,Veritaseum is a smart contractsbased peertopeer wallet interface,2017-05-26 12:00:00,https://icowatchlist.com/logos/veritaseum.png,18.00,2017-04-25 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/veritaseum
51,,MYST,Lithuania,,No,,$0.8850,Ethereum,,$0.06,-93.75%,United States,"$14,400,000",,mysterium,https://icowatchlist.com/ico/mysterium,Mysterium is an open sourced network that enables anyone to rent out their unused network traffic,2017-05-30 21:00:00,https://icowatchlist.com/logos/mysterium.png,0.07,2017-05-30 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mysterium
52,,EON,Unknown,,No,,$0.0000,Blockchain,,,,United States,,,exscudo,https://icowatchlist.com/ico/exscudo,Exscudos main goal is to integrate cryptocurrencies into the traditional financial,2017-05-31 00:00:00,https://icowatchlist.com/logos/exscudo.png,NA,2017-04-25 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/exscudo
53,,PTOY,United States,,No,,$0.1453,Ethereum,,$0.02,-87.52%,United States,"$10,170,000",,patientory,https://icowatchlist.com/ico/patientory,Patientory is a distributed electronic medical record storage computing platform on the blockchain ,2017-05-31 00:00:00,https://icowatchlist.com/logos/patientory.png,0.02,2017-05-31 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/patientory
54,,BAT,United States,,No,,$0.3600,Ethereum,,$0.23,-35.95%,United States,"$36,000,000",,basicattentiontoken,https://icowatchlist.com/ico/basicattentiontoken,Basic Attention Token is bringing blockchain technology to digital advertising,2017-05-31 12:00:00,https://icowatchlist.com/logos/basicattentiontoken.png,0.33,2017-05-31 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/basicattentiontoken
55,,WGR,Unknown,,No,,$0.0550,Waves,,$0.08,36.62%,United States,"$6,380,000",,wagerr,https://icowatchlist.com/ico/wagerr,Wagerr is a decentralized sportsbook that changes the way the world bets on sports,2017-06-01 00:00:00,https://icowatchlist.com/logos/wagerr.png,0.11,2017-06-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/wagerr
56,,NVST,Canada,,No,,$0.2720,Maidsafe,,$0.45,65.20%,United States,"$4,000,000",,nvo,https://icowatchlist.com/ico/nvo,NVO is building a crossplatform modular decentralized exchange,2017-06-01 00:00:00,https://icowatchlist.com/logos/nvo.png,0.45,2017-06-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nvo
57,,XID,United Kingdom,,No,,$0.1887,Hyperledger,,$0.02,-88.07%,United States,"$5,110,000",,sphre,https://icowatchlist.com/ico/sphre,SphreAir is a smart contract based platform for the secure management and monetisation of digital identities,2017-06-01 00:00:00,https://icowatchlist.com/logos/sphre.png,0.04,2017-06-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/sphre
58,,DRP,Unknown,,No,,$0.7607,Ethereum,,$0.18,-75.75%,United States,"$5,050,000",,dcorp,https://icowatchlist.com/ico/dcorp,Dcorp is an autonomous organization system based on a smartcontract blockchain solution,2017-06-01 00:00:00,https://icowatchlist.com/logos/dcorp.png,0.23,2017-06-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dcorp
59,,WTT,United States,,No,,$1.0000,Ethereum,,$0.02,,United States,,,giga-watt,https://icowatchlist.com/ico/giga-watt,Giga Watt facilitys distinctive infrastructure consists of numerous independent mining units ,2017-06-02 00:00:00,https://icowatchlist.com/logos/giga-watt.png,0.03,2017-06-02 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/giga-watt
60,,VSM,Spain,,No,,$1.7700,Not Available,,$2.58,45.76%,United States,"$1,360,000",,voise,https://icowatchlist.com/ico/voise,A platform that levels the playing field for all musicians,2017-06-06 00:00:00,https://icowatchlist.com/logos/voise.png,4.03,2017-05-06 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/voise
61,,OMG,Singapore,,No,,$0.2742,Ethereum,,$1.77,544.43%,United States,"$25,000,000",,omisego,https://icowatchlist.com/ico/omisego,Omise GO is a blockchain wallet solution built on the Ethereum platform for payments rewards points and much more,2017-06-07 00:05:00,https://icowatchlist.com/logos/omisego.png,1.70,2017-06-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/omisego
62,,BNT,Israel,,No,,$3.8600,Ethereum,,$0.63,-83.75%,United States,"$153,000,000",,bancor,https://icowatchlist.com/ico/bancor,The Bancor protocol allows anyone to easily create completely liquid smart tokens,2017-06-12 00:00:00,https://icowatchlist.com/logos/bancor.png,0.57,2017-06-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bancor
63,,FYN,Singapore,,No,,$0.1535,Ethereum,,$0.12,-18.70%,United States,"$1,150,000",,fundyourselfnow,https://icowatchlist.com/ico/fundyourselfnow,FundYourselfNow is a platform that will allow project creators raise funds for projects without the need of technical cryptocurrency knowledge,2017-06-13 00:01:00,https://icowatchlist.com/logos/fundyourselfnow.png,0.16,2017-06-13 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/fundyourselfnow
64,,MNX,Ukraine,,No,,$12.4500,Not Available,,$0.21,-98.34%,United States,"$745,940",,minexcoin,https://icowatchlist.com/ico/minexcoin,MinexCoin is a global payments system based on a low volatility cryptocurrency which is a part of Minex ecosystem,2017-06-14 00:00:00,https://icowatchlist.com/logos/minexcoin.png,0.12,2017-05-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/minexcoin
65,,CMP,Unknown,,No,,$12.0000,Blockchain,,$5.64,,United States,,,compcoin,https://icowatchlist.com/ico/compcoin,Compcoin is an investment system that uses AI  blockchain,2017-06-14 00:00:00,https://icowatchlist.com/logos/compcoin.png,8.81,2017-06-14 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/compcoin
66,,SNM,Russian Federation,,No,,$0.0791,Ethereum,,$0.03,-62.06%,United States,"$26,000,000",,sonm,https://icowatchlist.com/ico/sonm,SONM is a decentralized worldwide fog computer for any general purpose computing from site hosting to scientific calculations,2017-06-15 00:00:00,https://icowatchlist.com/logos/sonm.png,0.02,2017-06-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/sonm
67,,SNT,Unknown,,No,,$0.0366,Ethereum,,$0.02,-36.23%,United States,"$102,000,000",,status,https://icowatchlist.com/ico/status,Status is a browser app and messenger gateway to a decentralized world,2017-06-17 00:00:00,https://icowatchlist.com/logos/status.png,0.02,2017-06-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/status
68,,21MCoin,Unknown,,No,,$0.0000,Ethereum,,,,United States,,,21-million,https://icowatchlist.com/ico/21-million,The first Cryptocurrencyfunded blockchain INDY TV series,2017-06-18 00:00:00,https://icowatchlist.com/logos/21-million.png,NA,2017-06-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/21-million
69,,BETH,Unknown,,No,,$0.0000,Not Available,,,,United States,,,beth,https://icowatchlist.com/ico/beth,Beth is a closedend fund focused on applying deep learning research combined with financial expertise,2017-06-20 00:00:00,https://icowatchlist.com/logos/beth.png,NA,2017-06-05 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/beth
70,,OGC,Unknown,,No,,$0.0000,Not Available,,,,United States,,,onegram,https://icowatchlist.com/ico/onegram,Each coin in the OneGram blockchain is backed by 1 gram of 24k gold,2017-06-20 00:00:00,https://icowatchlist.com/logos/onegram.png,NA,2017-05-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/onegram
71,,CVC,United States,,No,,$0.1000,Ethereum,,$0.08,-20.83%,United States,"$33,000,000",,civic,https://icowatchlist.com/ico/civic,Secure access to identity verification via the blockchain,2017-06-21 00:00:00,https://icowatchlist.com/logos/civic.png,0.07,2017-06-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/civic
72,,HYBRID,Unknown,,No,,$0.0000,Not Available,,,,United States,,,coinstorm,https://icowatchlist.com/ico/coinstorm,Internet of Coins is a new peertopeer financial network on the blockchain,2017-06-21 00:00:00,https://icowatchlist.com/logos/coinstorm.png,NA,2017-03-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coinstorm
73,,PBT,Unknown,,No,,"$7,912.0000",Ethereum,,"$10,074.35",27.33%,United States,"$7,910,000",,primalbase,https://icowatchlist.com/ico/primalbase,Primalbase is an offices workspace sharing platform managed on the blockchain,2017-06-26 00:00:00,https://icowatchlist.com/logos/primalbase.png,"5,557.68",2017-06-26 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/primalbase
74,,ADT,United States,,No,,$0.0154,Ethereum,,$0.01,-52.37%,United States,"$7,700,000",,adtoken,https://icowatchlist.com/ico/adtoken,Digital advertising powered by Ethereum,2017-06-26 12:00:00,https://icowatchlist.com/logos/adtoken.png,0.01,2017-06-26 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/adtoken
75,,MYB,Unknown,,No,,$2.0000,Ethereum,,$0.01,-99.66%,United States,"$2,700,000",,mybit,https://icowatchlist.com/ico/mybit,MyBit is a decentralized asset management project built to add an ownership layer to the internet,2017-06-27 00:00:00,https://icowatchlist.com/logos/mybit.png,0.00,2017-06-27 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mybit
76,,BQX,Unknown,,No,,$0.0754,Ethereum,,$0.16,,United States,,,bitquence,https://icowatchlist.com/ico/bitquence,Bitquence is making to cryptocurrency world accessible to more people and market,2017-06-28 00:00:00,https://icowatchlist.com/logos/bitquence.png,0.20,2017-06-28 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitquence
77,,SAN,Switzerland,,No,,$0.2267,Ethereum,,$0.49,114.38%,United States,"$10,200,000",,santiment,https://icowatchlist.com/ico/santiment,Santiment will analyze crypto market trends and help cryptotraders manage risk ,2017-06-30 00:00:00,https://icowatchlist.com/logos/santiment.png,0.85,2017-06-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/santiment
78,,CFI,Sweden,,No,,$0.1177,Ethereum,,$0.01,-87.54%,United States,"$14,800,000",,cofoundit,https://icowatchlist.com/ico/cofoundit,A VC Ecosystem based on blockchain technology,2017-07-06 00:00:00,https://icowatchlist.com/logos/cofoundit.png,0.02,1970-01-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cofoundit
79,,MTL,United States,,No,,$0.1800,Ethereum,,$0.37,103.89%,United States,"$9,000,000",,metal,https://icowatchlist.com/ico/metal,The Metal project aims to transform how digital money operates,2017-07-08 12:00:00,https://icowatchlist.com/logos/metal.png,0.40,2017-06-09 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/metal
80,,IXT,United Kingdom,,No,,$0.0703,Ethereum,,$0.02,-78.35%,United States,"$6,950,000",,insure-x,https://icowatchlist.com/ico/insure-x,InsureX is a marketplace for insurance based on blockchain technology,2017-07-11 00:00:00,https://icowatchlist.com/logos/insure-x.png,0.02,2017-07-11 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/insure-x
81,,XTZ,Switzerland,,No,,$0.4000,Blockchain,,$0.73,81.80%,United States,"$232,000,000",,tezos,https://icowatchlist.com/ico/tezos,Smart contract platform that can evolve and in theory will never need any hard forks,2017-07-13 15:20:00,https://icowatchlist.com/logos/tezos.png,1.14,2017-07-01 06:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tezos
82,,PPT,United Kingdom,,No,,$0.2522,Ethereum,,$1.50,495.79%,United States,"$9,000,000",,populous,https://icowatchlist.com/ico/populous,Populous is a smart contract invoice system on the Blockchain which aims to bring added efficiency and accuracy to bookkeeping,2017-07-24 00:00:00,https://icowatchlist.com/logos/populous.png,0.97,2017-06-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/populous
83,,PAY,Singapore,,No,,$0.8300,Ethereum,,$0.29,-65.64%,United States,"$80,000,000",,tenx,https://icowatchlist.com/ico/tenx,TenX develops a debit card that is connected to your blockchain assets,2017-07-24 00:00:00,https://icowatchlist.com/logos/tenx.png,0.23,2017-06-24 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tenx
84,,DENT,China,,No,,$0.0005,Ethereum,,$0.00,77.26%,United States,"$4,200,000",,dent,https://icowatchlist.com/ico/dent,Dent builds the global exchange for mobile data on the Blockchain and brings optimized system and platform efficiency,2017-07-26 00:01:00,https://icowatchlist.com/logos/dent.png,0.00,2017-07-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dent
85,,DNT,Slovakia,,No,,$0.0157,Ethereum,,$0.02,-0.64%,United States,"$9,410,000",,district0x,https://icowatchlist.com/ico/district0x,This is a network that creates decentralized communities and market places,2017-08-01 11:59:59,https://icowatchlist.com/logos/district0x.png,0.01,2017-07-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/district0x
86,,STX,Gibraltar,,No,,$1.8600,Ethereum,,$0.02,-99.10%,United States,"$27,480,000",,stox,https://icowatchlist.com/ico/stox,Stox is a prediction market platform for traders built on the Ethereum blockchain,2017-08-02 00:00:00,https://icowatchlist.com/logos/stox.png,0.02,2017-08-02 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/stox
87,,CRS,Russian Federation,,No,,$1.0000,Waves,,$0.81,-18.91%,United States,"$5,060,000",,starta,https://icowatchlist.com/ico/starta,Starta Capital VC Fund created the startup investing accelerator on the Waves platform,2017-08-03 00:00:00,https://icowatchlist.com/logos/starta.png,0.81,2017-07-04 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/starta
88,,CABS,Taiwan,,No,,"$1,000.0000",Ethereum,,,,United States,,,cryptoabs,https://icowatchlist.com/ico/cryptoabs,Physical assets financing platform on the Ethereum blockchain,2017-08-04 00:00:00,https://icowatchlist.com/logos/cryptoabs.png,NA,2017-07-14 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cryptoabs
89,,SUR,Unknown,,No,,$20.5000,Not Available,,$0.64,-96.88%,United States,"$2,630,000",,suretly,https://icowatchlist.com/ico/suretly,Crowd vouching platform  allows people to earn money vouching for other people who need a loan,2017-08-11 00:00:00,https://icowatchlist.com/logos/suretly.png,0.67,2017-07-11 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/suretly
90,,HVN,Unknown,,No,,$0.0220,Not Available,,$0.00,-84.56%,United States,"$8,530,000",,hive,https://icowatchlist.com/ico/hive,Hive provides new financial liquidity to small businesses by leveraging blockchain technology ,2017-08-14 00:00:00,https://icowatchlist.com/logos/hive.png,0.01,2017-07-03 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/hive
91,,XCJ,United States,,No,,$0.2900,Ethereum,,,,United States,"$53,000",,coinjob,https://icowatchlist.com/ico/coinjob,Decentralized platform for freelancers based on Etheruem ,2017-08-14 03:00:00,https://icowatchlist.com/logos/coinjob.png,NA,2017-07-14 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coinjob
92,,CDT,Israel,,No,,$0.0270,Ethereum,,$0.01,-64.34%,United States,"$7,500,000",,coindash,https://icowatchlist.com/ico/coindash,CoinDash is an asset management platform for crypto investors that enables users to view other portfolios in realtime,2017-08-17 18:00:00,https://icowatchlist.com/logos/coindash.png,0.01,2017-07-17 18:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coindash
93,,MANA,Argentina,,No,,$0.0250,Ethereum,,$0.07,190.75%,United States,"$26,290,000",,decentraland,https://icowatchlist.com/ico/decentraland,This is a a blockchain based virtual reality platform,2017-08-18 00:00:00,https://icowatchlist.com/logos/decentraland.png,0.05,2017-08-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/decentraland
94,,ZRX,United States,,No,,$0.0480,Ethereum,,$0.30,521.56%,United States,"$24,000,000",,0x,https://icowatchlist.com/ico/0x,0x is a protocol for a decentralized exchange of Ethereums ERC20 tokens and assets,2017-08-20 03:00:00,https://icowatchlist.com/logos/0x.png,0.26,2017-08-15 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/0x
95,,RVT,Unknown,,No,,$0.2000,Not Available,,$0.05,-73.81%,United States,"$14,600,000",,rivet,https://icowatchlist.com/ico/rivet,Cyber security on the blockchain The Token provides proof and assurance of security on the hardware level,2017-08-24 00:00:00,https://icowatchlist.com/logos/rivet.png,0.03,2017-08-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/rivet
96,,ODN,United Kingdom,,No,,$0.2500,Stratis,,$0.00,,United States,,,obsidian,https://icowatchlist.com/ico/obsidian,Cryptocurrency  secure messaging platform built on the Stratis blockchain,2017-08-26 03:00:00,https://icowatchlist.com/logos/obsidian.png,0.00,2017-08-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/obsidian
97,,COR,Unknown,,No,,$1.0000,Ethereum Classic,,$0.05,-94.62%,United States,"$2,100,000",,corion,https://icowatchlist.com/ico/corion,Crypto platform built on Ethereum Classic with a price controlled currency,2017-08-27 00:00:00,https://icowatchlist.com/logos/corion.png,0.08,2017-06-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/corion
98,,MPRM,Switzerland,,No,,$0.1000,Ethereum,,$0.00,,United States,,,imperium,https://icowatchlist.com/ico/imperium,iMPERIUM is a NOFEE sports betting platform built on the Ethereum network,2017-08-27 18:00:00,https://icowatchlist.com/logos/imperium.png,0.00,2017-08-20 18:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/imperium
99,,XAI,Unknown,,No,,$0.0000,Ethereum,,$0.05,,United States,,,aicoin,https://icowatchlist.com/ico/aicoin,Trading cryptocurrencies with artificial intelligence technology,2017-08-28 00:00:00,https://icowatchlist.com/logos/aicoin.png,0.05,2017-07-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/aicoin
100,,ROC,Unknown,,No,,$0.0000,Ethereum,,$0.07,,United States,,,roc,https://icowatchlist.com/ico/roc,The First ICO for Adult Entertainment,2017-08-29 04:00:00,https://icowatchlist.com/logos/roc.png,0.09,2017-07-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/roc
101,,AHT,Unknown,,No,,$0.6500,Waves,,$0.03,,United States,,,bowhead,https://icowatchlist.com/ico/bowhead,Bowhead is a medical instrument powered by the blockchain technology,2017-08-31 00:00:00,https://icowatchlist.com/logos/bowhead.png,0.12,2017-07-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bowhead
102,,ATB,Unknown,,No,,$0.9000,Not Available,,$0.01,-98.67%,United States,"$14,980,000",,atbcoin,https://icowatchlist.com/ico/atbcoin,Financial platform for organizing investment assets on the blockchain,2017-08-31 00:00:00,https://icowatchlist.com/logos/atbcoin.png,0.01,2017-07-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/atbcoin
